State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Footnote HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),Footnote for percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate
OH,368165,"GUARDIAN ANGEL HOME CARE, INC",2641 SOUTH ARLINGTON ROAD,AKRON,44319,3304934707,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/17/2006,3,,2,,84,,3,,84,,2,,74,,4,,91,,79,,81,,31,
OH,368166,"RICHARD HEALTH SYSTEMS, LLC",5237 RENWYCK DRIVE,TOLEDO,43615,4195342371,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/04/2007,2,11,1,11,72,11,1,11,65,11,3,11,80,11,1,11,62,11,44,11,45,,22,
OH,368168,CAMBRIDGE CARETENDERS,"4974 HIGBEE AVENUE NW, SUITE 103 AND 104",CANTON,44718,3304923339,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/19/2007,5,,4,,92,,5,,89,,5,,91,,4,,89,,82,,98,,30,
OH,368170,"ALPHA HOME HEALTHCARE, INC","2735 NORTH HOLLAND SYLVANIA ROAD, SUITE A1",TOLEDO,43615,4197200028,Local,Yes,Yes,Yes,Yes,No,Yes,01/25/2007,Not Available,11,Not Available,11,90,11,Not Available,11,81,11,Not Available,11,81,11,Not Available,11,90,11,67,11,22,,16,
OH,368171,PHC HOMECARE,2345 DETROIT AVENUE,MAUMEE,43537,4193891020,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/08/2006,4,,5,,92,,4,,87,,4,,85,,4,,89,,91,,74,,41,
OH,368172,"COUNTRY LIVING SKILLED NURSING, INC",7520 OHIO RIVER ROAD,PORTSMOUTH,45662,7405744239,Official Health Agency,Yes,Yes,Yes,No,No,Yes,11/30/2006,2,,2,,84,,2,,77,,3,,80,,2,,72,,69,,79,,38,
OH,368173,"BUCKEYE HOME HEALTHCARE, INC","635 PARK MEADOW ROAD, SUITE 110",WESTERVILLE,43081,6147763372,Local,Yes,Yes,Yes,Yes,No,Yes,01/12/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368175,"SPIRIT HOMECARE, INC","8849 BROOKSIDE AVENUE, SUITE 101",WEST CHESTER,45069,5137720575,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/17/2007,2,,1,,83,,3,,81,,2,,78,,2,,79,,69,,262,,21,
OH,368177,"EASTON HEALTHCARE AGENCY, INC","2021 EAST DUBLIN GRANVILLE ROAD, SUITE 290",COLUMBUS,43229,6148809402,Local,Yes,Yes,Yes,Yes,No,Yes,02/02/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368181,VNA HEALTHTRENDS,"776 OLD STATE ROUTE 74, SUITE 425",CINCINNATI,45245,5135280267,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,04/19/2007,Not Available,11,Not Available,11,80,11,Not Available,11,83,11,Not Available,11,75,11,Not Available,11,79,11,74,11,29,,22,
OH,368183,"CARE LINK NURSING SERVICES SKILLED, LLC","6060 RENAISSANCE PLACE, SUITE J",TOLEDO,43623,4198436049,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/28/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368184,GEM CITY HOME CARE,4020 VENTURE COURT,COLUMBUS,43228,6145880228,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/25/2007,2,,2,,85,,3,,81,,2,,77,,2,,80,,68,,244,,19,
OH,368185,"FIRST CHOICE HOME HEALTH OHIO, INC","2181 VICTORY PARKWAY, SUITE 100",CINCINNATI,45206,5136315656,Local,Yes,Yes,Yes,Yes,No,Yes,04/25/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368186,EAGLE HOME HEALTHCARE,11916 LORAIN AVENUE,CLEVELAND,44111,2168899220,Local,Yes,No,No,No,No,Yes,06/06/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368187,"RAAMIS COMMUNITY HOME HEALTH CARE, INC","881 EAST MAIN STREET, SUITE 202",COLUMBUS,43205,6149851881,Local,Yes,Yes,Yes,Yes,No,Yes,05/01/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368188,"CINCINNATI HOME CARE, INC",742 WAYCROSS ROAD,CINCINNATI,45240,5137712760,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/26/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368189,CAMBRIDGE CARETENDERS,"1100 BRANDYWINE BLVD, SUITE E, 1ST FLOOR",ZANESVILLE,43701,7404501290,Local,Yes,Yes,Yes,Yes,No,Yes,05/02/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368190,ADVANCED SENIOR SUPPORT HOME HEALTH,"855 SOUTH SUNBURY ROAD, SUITE 206",WESTERVILLE,43081,6148917480,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/02/2007,Not Available,11,Not Available,11,96,11,Not Available,11,75,11,Not Available,11,69,11,Not Available,11,100,11,97,11,18,,18,
OH,368191,NURSE MEDICAL HOME HEALTHCARE LLC,"30 NORTHWOODS BLVD, SUITE 230",COLUMBUS,43235,6148011300,Local,Yes,Yes,Yes,Yes,No,Yes,05/04/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368192,PINNACLE SENIOR CARE,"7206 MARKET STREET, SUITE C",BOARDMAN,44512,3307588428,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/18/2007,3,,4,,89,,4,,87,,2,,77,,3,,84,,77,,101,,26,
OH,368193,"GENERATIONS HEALTHCARE SERVICES, LLC","4889 SINCLAIR ROAD, SUITE 108B",COLUMBUS,43229,6144406231,Local,Yes,Yes,Yes,Yes,No,Yes,05/15/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368195,"ATTENTIVE HOME HEALTH SERVICES, LLC","4491 DARROW ROAD, SUITE 2",STOW,44224,3306869900,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/24/2007,3,,3,,87,,4,,86,,2,,79,,2,,80,,71,,299,,30,
OH,368196,"SIMONE HOME CARE, LLC","5003 HORIZONS DRIVE, SUITE 100",COLUMBUS,43220,6142241347,Local,Yes,Yes,Yes,Yes,No,Yes,06/27/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368197,"BUCKEYE HOME HEALTH CARE, LLC",7750 PARAGON ROAD,DAYTON,45459,9372913780,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,07/23/2007,4,,4,,89,,4,,85,,3,,83,,3,,82,,75,,400,,26,
OH,368198,KEYCARE NURSING SERVICE,5378 WHIRLWIND COVE DRIVE,HILLIARD,43026,6145278480,Local,Yes,No,No,No,Yes,No,08/14/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368199,AMARA HOME CARE,"4320 MAYFIELD ROAD, SUITE 110A",CLEVELAND,44121,2164759500,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/16/2007,Not Available,11,Not Available,11,75,11,Not Available,11,75,11,Not Available,11,72,11,Not Available,11,60,11,46,11,28,,29,
OH,368201,AMBASSADOR HOME HEALTH SERVICES,6954 AMERICANA PARKWAY,REYNOLDSBURG,43068,6145771950,Local,Yes,Yes,Yes,Yes,No,Yes,09/26/2007,Not Available,9,Not Available,9,95,9,Not Available,9,88,9,Not Available,9,76,9,Not Available,9,84,9,92,9,8,,21,
OH,368203,"SUN HOME HEALTH CARE AT COLUMBUS, INC","893 NORTH HIGH STREET, SUITE K",WORTHINGTON,43085,7403625035,Local,Yes,Yes,Yes,Yes,No,Yes,09/06/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368205,GENERATIONS HEALTH SERVICES LLC,25988 HIGHLAND ROAD,RICHMOND HEIGHTS,44143,2164860000,Local,Yes,No,No,No,No,Yes,10/11/2007,Not Available,9,Not Available,9,97,9,Not Available,9,80,9,Not Available,9,66,9,Not Available,9,90,9,89,9,2,,15,
OH,368208,"HOMELAND HEALTH SERVICES, LLC","1395 EAST DUBLIN GRANVILLE ROAD, SUITE 200",COLUMBUS,43229,6149850520,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/15/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368210,PINNACLE SENIOR CARE,"4850 SMITH ROAD, SUITE 100 B",CINCINNATI,45212,5133263007,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/08/2007,3,,2,,85,,3,,84,,3,,80,,2,,82,,76,,194,,23,
OH,368211,"ALTA HOME HEALTH CARE, LLC",2570 OAKSTONE DRIVE,COLUMBUS,43231,6148912582,Local,Yes,Yes,Yes,Yes,No,Yes,11/28/2007,Not Available,11,Not Available,11,90,11,Not Available,11,88,11,Not Available,11,95,11,Not Available,11,75,11,55,11,25,,15,
OH,368213,DIAMOND HOME CARE LLC,"4104 BROADWAY, SUITE E",GROVE CITY,43123,6145942430,Local,Yes,Yes,Yes,No,No,Yes,12/12/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368215,PREMIER HOME CARE CORP,"610 TAYLOR STATION ROAD, SUITE A",GAHANNA,43230,6148638950,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/28/2008,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368216,"AMBER HOME CARE, LLC","150 EAST CAMPUS VIEW BLVD, SUITE 160",COLUMBUS,43235,6145230668,Local,Yes,Yes,Yes,Yes,No,Yes,08/14/2008,4,11,4,11,89,11,5,11,91,11,4,11,89,11,4,11,94,11,86,11,47,,25,
OH,368219,"NEW VISION NURSING AND HOME CARE, LLC",310 PERRY STREET,WAPAKONETA,45895,5673565113,Local,Yes,Yes,Yes,Yes,No,Yes,08/19/2008,5,11,4,11,93,11,5,11,93,11,5,11,92,11,5,11,90,11,86,11,55,,45,
OH,368220,HERITAGE HEALTH CARE,1840 WEST HIGH STREET,PIQUA,45356,9372999903,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/14/2008,Not Available,11,Not Available,11,93,11,Not Available,11,87,11,Not Available,11,88,11,Not Available,11,91,11,84,11,21,,32,
OH,368224,"BLESSED AT HOME, LLC","11692 GALLIA PIKE, SUITE C",WHEELERSBURG,45694,7405745667,Official Health Agency,Yes,Yes,Yes,No,Yes,Yes,11/03/2008,4,11,4,11,90,11,5,11,88,11,4,11,87,11,4,11,88,11,78,11,55,,35,
OH,368225,RIVER'S CROSSING HOME HEALTH,621 EAST TOWN STREET,COLUMBUS,43215,6144471690,Local,Yes,No,No,No,No,Yes,11/22/2008,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368227,"ALTERNATE SOLUTIONS HOMECARE OF COLUMBUS, LLC","3535 FISHINGER ROAD, SUITE 180A",HILLIARD,43026,6146523000,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/06/2008,2,,2,,86,,3,,81,,2,,79,,2,,82,,74,,281,,20,
OH,368229,"FRATERNAL HEALTH CARE, LLC",1585 WEST 117TH STREET,CLEVELAND,44107,2162512559,Local,Yes,Yes,Yes,No,No,Yes,01/29/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368230,"MARIETTA HOME HEALTH AND HOSPICE, AN AMEDISYS PART","450 PIKE STREET, SUITE I2",MARIETTA,45750,7403738549,Local,Yes,Yes,Yes,No,Yes,No,12/17/2008,4,,4,,91,,5,,91,,3,,84,,4,,90,,83,,252,,32,
OH,368231,ST VINCENT CHARITY HOMECARE,"22021 BROOKPARK ROAD, SUITE 143",FAIRVIEW PARK,44126,2168617422,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/05/2008,3,,3,,88,,4,,86,,3,,84,,3,,82,,78,,392,,25,
OH,368232,BRIDGES REHAB AT HOME,"4340 GLENDALE-MILFORD ROAD, SUITE 100H",BLUE ASH,45242,5133320081,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/05/2008,4,,4,,90,,3,,85,,3,,80,,4,,88,,81,,194,,27,
OH,368233,"HEARTSPRING HOME HEALTH CARE, LLC","4340 GLENDALE MILFORD RD, SUITE 100B",BLUE ASH,45242,5133320080,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/05/2008,3,,2,,83,,3,,79,,3,,82,,2,,77,,69,,179,,22,
OH,368234,CAPITAL HEALTH HOME CARE,275 REGENCY RIDGE,CENTERVILLE,45459,9372790641,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/23/2009,Not Available,11,Not Available,11,89,11,Not Available,11,87,11,Not Available,11,83,11,Not Available,11,78,11,76,11,36,,24,
OH,368235,LIFETIME HOME HEALTH CARE CORPORATION,796 PARSONS AVENUE,COLUMBUS,43206,6148821101,Local,Yes,Yes,Yes,Yes,No,Yes,11/20/2008,Not Available,9,Not Available,9,76,9,Not Available,9,79,9,Not Available,9,88,9,Not Available,9,70,9,69,9,6,,30,
OH,368238,ACCESSIBLE HOME HEALTH CARE OF AKRON,"1653 MERRIMAN ROAD, SUITE 105",AKRON,44313,3308351520,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,02/24/2009,3,,4,,89,,4,,84,,2,,79,,3,,81,,78,,136,,21,
OH,368240,DISTINGUISHED ORTHOPEDIC HOME CARE,"7577 CENTRAL PARKE BLVD, SUITE 103",MASON,45040,5137703117,Local,Yes,Yes,Yes,Yes,No,Yes,04/22/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368243,"FULL-CARE HOME HEALTH, LLC","1395 EAST DUBLIN GRANVILLE ROAD, SUITE 400",COLUMBUS,43229,6144768310,Local,Yes,Yes,Yes,Yes,No,Yes,04/27/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368245,"A-PLUS CARE, INC",8976 COLUMBIA ROAD,LOVELAND,45140,5132290372,Local,Yes,Yes,Yes,Yes,No,Yes,04/25/2009,4,11,3,11,92,11,5,11,94,11,5,11,96,11,3,11,84,11,76,11,68,,26,
OH,368246,"BUCKEYE HOMECARE SERVICES, INC","14077 CEDAR ROAD, SUITE 103",SOUTH EUCLID,44118,2163219300,Local,Yes,Yes,Yes,Yes,No,Yes,06/01/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368247,"OHIOANS HOME HEALTHCARE, INC",28315 KENSINGTON LANE,PERRYSBURG,43551,4198434422,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/27/2009,4,,4,,89,,5,,88,,4,,86,,4,,88,,85,,401,,29,
OH,368248,"ADVANTAGE HOME HEALTH SERVICES, INC",7951 PITTSBURG AVENUE NW,NORTH CANTON,44720,3304918161,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/13/2009,4,,4,,88,,4,,87,,4,,90,,4,,88,,78,,287,,31,
OH,368249,"INDUS HOME HEALTH CARE, INC","7588 CENTRAL PARKE BOULEVARD, SUITE 207",MASON,45040,5137700807,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/11/2009,3,,3,,85,,2,,76,,4,,87,,4,,91,,76,,78,,27,
OH,368250,"ALTIMATE CARE, LLC",5869 CLEVELAND AVENUE,COLUMBUS,43231,6147949600,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/23/2009,2,11,1,11,84,11,3,11,81,11,2,11,77,11,3,11,81,11,63,11,40,,33,
OH,368252,PERSONAL HOME HEALTH CARE,"6133 ROCKSIDE ROAD, SUITE 101",INDEPENDENCE,44131,2164550635,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/10/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368253,AMERIBEST HOME HEALTH,"1327 EAST KEMPER ROAD, SUITE 3100A",CINCINNATI,45246,5138700604,Local,Yes,Yes,Yes,Yes,No,Yes,04/01/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368254,ANCHOR HOME HEALTH CARE,21475 LORAIN ROAD,FAIRVIEW PARK,44126,4403313171,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/21/2009,Not Available,9,Not Available,9,82,9,Not Available,9,78,9,Not Available,9,82,9,Not Available,9,98,9,60,9,5,,9,
OH,368255,BUCKEYE HEALTH AGENCY LLC,"2700 EAST DUBLIN GRANVILLE ROAD, SUITE 200",COLUMBUS,43229,6148992478,Local,Yes,Yes,Yes,Yes,No,Yes,07/01/2009,2,11,1,11,84,11,2,11,76,11,3,11,84,11,2,11,79,11,71,11,49,,28,
OH,368256,HAVEN SKILLED CARE,"150 NORTH MILLER ROAD, SUITE 350A",FAIRLAWN,44333,2343124854,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/15/2009,Not Available,11,Not Available,11,85,11,Not Available,11,82,11,Not Available,11,87,11,Not Available,11,77,11,59,11,37,,22,
OH,368257,"CARE4ME SKILLED, LLC","2400 SOUTHEAST BLVD, SUITE B",SALEM,44460,3304200325,Local,Yes,Yes,Yes,Yes,No,Yes,04/07/2009,Not Available,"9,10",Not Available,"9,10",78,"9,10",Not Available,"9,10",75,"9,10",Not Available,"9,10",76,"9,10",Not Available,"9,10",31,"9,10",65,"9,10",9,,33,
OH,368258,"MAXIM HEALTHCARE SERVICES, INC","70 WEST ERIE STREET, SUITE 200",PAINESVILLE,44077,4403520137,Local,Yes,Yes,Yes,Yes,No,Yes,02/13/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368259,"MAXIM HEALTHCARE SERVICES, INC",2293 VILLAGE PARK COURT,MANSFIELD,44906,4197478040,Local,Yes,Yes,Yes,Yes,No,Yes,02/28/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368260,BELLEFONTE HOME HEALTH CARE AGENCY,1005 EAST RING ROAD,IRONTON,45638,7405339010,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,04/10/2009,5,11,5,11,93,11,5,11,91,11,4,11,85,11,5,11,92,11,82,11,60,,31,
OH,368261,ALLCARING HOME HEALTH SERVICES LLC,424 EAST SECOND STREET,DEFIANCE,43512,4197828200,Local,Yes,Yes,Yes,No,Yes,Yes,07/23/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368262,SYNERGY HOME HEALTH,"670 MORRISON ROAD, SUITE 205",GAHANNA,43230,6147552347,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/27/2009,2,11,1,11,77,11,2,11,69,11,1,11,61,11,2,11,76,11,60,11,58,,19,
OH,368264,ELIZA JENNINGS AT HOME,14306 DETROIT AVENUE,LAKEWOOD,44107,2162272222,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/07/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368265,"ENHANCED HOME HEALTH CARE, LLC","700 MORSE ROAD, SUITE #206",COLUMBUS,43214,6144337266,Local,Yes,Yes,Yes,Yes,No,Yes,08/26/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368266,FRANKLIN HOME HEALTH CARE LLC,"1925 EAST DUBLIN GRANVILLE ROAD, SUITE 200",COLUMBUS,43229,6144305986,Local,Yes,No,No,No,No,Yes,07/30/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368267,"UNITY HOME HEALTH CARE, INC","1395 EAST DUBLIN GRANVILLE ROAD, SUITE 100",COLUMBUS,43229,6144189447,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/07/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368268,HOUSECALLS HOME HEALTH,606 WASHINGTON BOULEVARD,BELPRE,45714,7404235901,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/09/2009,4,,4,,93,,5,,91,,4,,88,,4,,89,,85,,231,,38,
OH,368269,ST MARY'S HOME HEALTH SERVICE,"168 COUNTY ROAD 775, SUITE B",PROCTORVILLE,45669,7408867505,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/09/2009,4,,4,,91,,5,,89,,3,,81,,4,,90,,87,,254,,32,
OH,368270,"ALTERNATE SOLUTIONS HOMECARE 10, LLC","4340 GLENDALE-MILFORD ROAD, SUITE 100C",BLUE ASH,45242,5135634663,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/28/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368271,"ALTERNATE SOLUTIONS HOMECARE 11, LLC","4340 GLENDALE-MILFORD ROAD, SUITE 100",BLUE ASH,45242,5135634663,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/30/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368272,MARIMART HEALTH CARE PLUS LLC,208 WEST JOHNSTOWN ROAD,GAHANNA,43230,6144709755,Local,Yes,Yes,Yes,Yes,No,Yes,11/06/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368274,"PACIFIC HOME HEALTH SERVICES, LLC","2999 EAST DUBLIN GRANVILLE ROAD, SUITE 300",COLUMBUS,43231,6148821038,Local,Yes,Yes,Yes,No,No,Yes,11/09/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368276,"DIVERSIFIED HEALTH MANAGEMENT, INC","3569 REFUGEE ROAD, SUITE C",COLUMBUS,43232,6143388888,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/03/2009,4,11,3,11,90,11,5,11,91,11,3,11,80,11,5,11,85,11,73,11,41,,20,
OH,368278,WINDSOR HOME HEALTH,18 EAST LIBERTY STREET,GIRARD,44420,3305454404,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/12/2009,2,,2,,81,,2,,76,,2,,78,,2,,73,,55,,127,,28,
OH,368279,"LABELLE HOME HEALTH CARE SERVICES, LLC","1653 BRICE ROAD, UPPER LEVEL",REYNOLDSBURG,43068,6143670881,Local,Yes,Yes,Yes,No,No,Yes,01/22/2010,2,11,1,11,76,11,1,11,62,11,3,11,81,11,2,11,72,11,55,11,56,,38,
OH,368280,GENACROSS AT HOME,"131 NORTH WHEELING STREET, SUITE 2",TOLEDO,43605,4197241827,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,12/09/2009,4,,4,,89,,3,,81,,4,,85,,3,,84,,72,,80,,39,
OH,368281,"COMFORT HOME HEALTH CARE, INC","2586 TILLER LANE, SUITE 1B",COLUMBUS,43231,6148659999,Local,Yes,Yes,Yes,No,No,Yes,12/02/2009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368282,BOSCHULTE'S PRIDE II LLC,"2242 S HAMILTON RD, SUITE 201",COLUMBUS,43232,6147516308,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/12/2009,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,100,9,5,,33,
OH,368283,CLEARPATH HOME HEALTH,475 WOLF LEDGES PARKWAY,AKRON,44311,3307842162,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/03/2010,2,,1,,80,,3,,79,,2,,79,,2,,72,,65,,87,,19,
