subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,very,somewhat,not_very,not_at_all,very_adjusted,somewhat_adjusted,not_very_adjusted,not_at_all_adjusted,timestamp,url
concern-infected,2022-05-01,all,2021-16-01,2021-19-01,YouGov,B+,1500,a,0.8599896,0,,,22,40,21,16,26.714611,38.107493,19.155126,15.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/4k61xul7y7/econTabReport.pdf
concern-infected,2022-05-01,all,2021-15-01,2021-25-01,ABC News/The Washington Post,A+,1853,a,3.0115781,0,,,19,41,23,9,22.802946,40.44396,22.808681,7.6452533,2022-05-01 09:17,https://static1.squarespace.com/static/5f85f5a156091e113f96e4d3/t/6021a2c61a0f1569148a814d/1612817094461/COVID+Collaborative+Vaccine+Tracking_W1+Report.pdf
concern-infected,2022-05-01,all,2021-20-01,2021-26-01,Echelon Insights,B/C,1006,rv,1.0949251,0,,,52,25,20,,42.595841,29.015499,19.119723,,2022-05-01 09:17,https://echeloninsights.com/in-the-news/january-omnibus-covid-19-updates/
concern-infected,2022-05-01,all,2021-21-01,2021-24-01,Monmouth University,A,809,a,1.5105324,0,,,60,19,12,7,53.461547,22.959668,15.254832,6.3400017,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_020321/
concern-infected,2022-05-01,all,2021-29-01,2021-31-01,L̩ger,,1000,a,0.50527639,0,,,22,33,18,16,26.675718,33.3498,19.413089,13.296185,2022-05-01 09:17,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/02/Legers-North-American-Tracker-February-1st-2021-min.pdf
concern-infected,2022-05-01,all,2021-31-01,2021-02-02,YouGov,B+,1500,a,0.84886885,0,,,25,37,24,14,29.714611,35.107493,22.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf
concern-infected,2022-05-01,all,2021-02-02,2021-02-02,Data for Progress,B,1163,a,1.2576648,0,,,33.81,31.84,19.15,11,33.246894,31.430238,20.221694,11.381458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1dmzc8DpmtpppErDUVQWbqO9WofnPnccC4fQz2vEWDww/edit#gid=0
concern-infected,2022-05-01,all,2021-05-02,2021-07-02,YouGov,B+,1000,a,0.5247886,0,,,32,33,19,11,36.714611,31.107493,17.155126,10.367354,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2021/02/11/6025c47bc5b6741597e0e0f2.pdf
concern-infected,2022-05-01,all,2021-06-02,2021-09-02,YouGov,B+,1500,a,0.76456904,0,,,26,35,23,16,30.714611,33.107493,21.155126,15.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/rqqxdo2ujy/econTabReport.pdf
concern-infected,2022-05-01,all,2021-12-02,2021-14-02,L̩ger,,1002,a,0.50835028,0,,,25,33,16,15,29.675718,33.3498,17.413089,12.296185,2022-05-01 09:17,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/02/Legers-North-American-Tracker-February-15th-2021-min.pdf
concern-infected,2022-05-01,all,2021-12-02,2021-15-02,YouGov,B+,1000,a,0.50125275,0,,,35,34,14,11,39.714611,32.107493,12.155126,10.367354,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2021/02/19/60303c7cc5b66dfc101ead5e.pdf
concern-infected,2022-05-01,all,2021-12-02,2021-18-02,Echelon Insights,B/C,1005,rv,1.0731614,0,,,50,29,20,,40.595841,33.015499,19.119723,,2022-05-01 09:17,https://echeloninsights.com/in-the-news/february-omnibus-covid/
concern-infected,2022-05-01,all,2021-13-02,2021-16-02,YouGov,B+,1500,a,0.7513835,0,,,24,37,24,16,28.714611,35.107493,22.155126,15.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/3at75tb28w/econTabReport.pdf
concern-infected,2022-05-01,all,2021-19-02,2021-22-02,YouGov,B+,1500,a,0.79564575,0,,,23,35,25,17,27.714611,33.107493,23.155126,16.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/imdk8zumh5/econTabReport.pdf
concern-infected,2022-05-01,all,2021-25-02,2021-01-03,AP-NORC,,1434,a,1.628642,0,,,31,36,24,9,26.9995,37.126351,24.576269,11.142945,2022-05-01 09:17,https://apnorc.org/wp-content/uploads/2021/03/Feb-2021-topline-final.pdf
concern-infected,2022-05-01,all,2021-26-02,2021-28-02,L̩ger,,1002,a,0.50760557,0,,,22,32,17,17,26.675718,32.3498,18.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2021/03/Legers-North-American-Tracker-March-1st-2021-min.pdf
concern-infected,2022-05-01,all,2021-25-02,2021-01-03,Monmouth University,A,802,a,1.4995266,0,,,40,28,14,16,33.461547,31.959668,17.254832,15.340002,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030821.pdf/
concern-infected,2022-05-01,all,2021-27-02,2021-02-03,YouGov,B+,1500,a,0.813931,0,,,23,35,26,16,27.714611,33.107493,24.155126,15.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/t6j86u0k1g/econTabReport.pdf
concern-infected,2022-05-01,all,2021-02-03,2021-02-03,Data for Progress,B,963,a,1.1813451,0,,,31.17,33.4,20.47,12.56,30.606894,32.990238,21.541694,12.941458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1zGGmAuDVWSRBN_AUpF2H2aY61INBCuETi7R6TJfS1vE/edit#gid=0
concern-infected,2022-05-01,all,2021-05-03,2021-06-03,Ipsos,B-,521,a,0.8253704,0.01196189,,,27,45,20,8,26.621589,41.543978,21.427825,10.548828,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-03/topline_abc_ipsos_poll_030721.pdf
concern-infected,2022-05-01,all,2021-06-03,2021-09-03,YouGov,B+,1500,a,0.79975469,0.01565501,,,22,35,25,18,26.714611,33.107493,23.155126,17.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/pzzc3d0izz/econTabReport.pdf
concern-infected,2022-05-01,all,2021-10-03,2021-13-03,YouGov,B+,2382,a,1.2684066,0.05007913,,,29,39,21,11,33.714611,37.107493,19.155126,10.367354,2022-05-01 09:17,https://drive.google.com/file/d/1fIZaAH0X45MazScguHAnitO4SsV_PdhR/view
concern-infected,2022-05-01,all,2021-12-03,2021-14-03,RMG Research,B-,1000,a,1.194977,0.07793328,,,62,,38,,55.107641,,36.291924,,2022-05-01 09:17,https://www.healthinsurance.com/learning-center/article/coronavirus-anniversary-survey
concern-infected,2022-05-01,all,2021-12-03,2021-14-03,L̩ger,,1003,a,0.51053669,0.02250356,,,20,35,19,18,24.675718,35.3498,20.413089,15.296185,2022-05-01 09:17,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/03/Legers-North-American-Tracker-March-15th-2021-min.pdf
concern-infected,2022-05-01,all,2021-12-03,2021-18-03,SSRS,C,1500,a,1.1227596,0.08949533,,,22,38,28,12,24.89537,35.402613,27.157778,13.080086,2022-05-01 09:17,https://www.washingtonpost.com/context/march-12-18-washington-post-university-of-maryland-national-sports-poll/0bc3be9a-c996-4bb9-8d4f-df1dbafbd38e/?itid=lk_inline_manual_2
concern-infected,2022-05-01,all,2021-15-03,2021-21-03,Echelon Insights,B/C,1008,rv,1.1791907,0.13356625,,,35,28,32,,25.595841,32.015499,31.119723,,2022-05-01 09:17,https://echeloninsights.com/in-the-news/march-omnibus-covid/
concern-infected,2022-05-01,all,2021-08-03,2021-30-03,Public Religion Research Institute,A/B,5625,a,3.1618515,0.47143108,,,23,39,27,11,24.891531,37.421829,26.528392,12.10331,2022-05-01 09:17,https://www.prri.org/wp-content/uploads/2021/04/Topline-IFYC-PRRI-Survey-on-Religion-and-COVID-19-Vaccine-Trust-4-22-release.pdf
concern-infected,2022-05-01,all,2021-20-03,2021-23-03,YouGov,B+,1500,a,0.84150251,0.17513375,,,18,34,30,17,22.714611,32.107493,28.155126,16.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/5v6z1pywv7/econTabReport.pdf
concern-infected,2022-05-01,all,2021-25-03,2021-29-03,AP-NORC,,1166,a,1.4275918,0.51653559,,,35,34,24,7,30.9995,35.126351,24.576269,9.142945,2022-05-01 09:17,https://apnorc.org/wp-content/uploads/2021/04/Voting-topline.pdf
concern-infected,2022-05-01,all,2021-26-03,2021-28-03,L̩ger,,1001,a,0.49496948,0.1751715,,,20,32,21,19,24.675718,32.3498,22.413089,16.296185,2022-05-01 09:17,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/03/Legers-North-American-Tracker-March-29th-2021-min.pdf
concern-infected,2022-05-01,all,2021-25-03,2021-29-03,Global Strategy Group/GBAO (Navigator Research),B/C,1002,rv,1.0663024,0.39313168,,,26,33,25,16.5,22.503731,34.851769,25.026338,17.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/04/Navigator-Toplines-03.29.21.pdf
concern-infected,2022-05-01,all,2021-27-03,2021-30-03,YouGov,B+,1492,a,0.8512629,0.34792955,,,21,33,27,20,25.714611,31.107493,25.155126,19.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/1kbp8xdx49/econTabReport.pdf
concern-infected,2022-05-01,all,2021-03-04,2021-06-04,YouGov,B+,1500,a,0.90147093,0.54724601,,,18,32,31,19,22.714611,30.107493,29.155126,18.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/4243y0nkbo/econTabReport.pdf
concern-infected,2022-05-01,all,2021-06-04,2021-06-04,Data for Progress,B,1244,a,1.4678026,0.94105564,,,22.34,34.16,22.65,17.25,21.776894,33.750238,23.721694,17.631458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1DzzQ2QJL7UdG1Cgeu9EaNXEqQr2pLBOqeiS7E6FlZKM/edit#gid=0
concern-infected,2022-05-01,all,2021-09-04,2021-11-04,L̩ger,,1002,a,0.61808804,0.46187714,,,20,30,22,20,24.675718,30.3498,23.413089,17.296185,2022-05-01 09:17,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/04/Legers-North-American-Tracker-April-12th-2021.pdf
concern-infected,2022-05-01,all,2021-10-04,2021-13-04,YouGov,B+,1500,a,1.0142404,0.81494069,,,16,34,29,20,20.714611,32.107493,27.155126,19.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/wvjmyy0dlk/econTabReport.pdf
concern-infected,2022-05-01,all,2021-17-04,2021-20-04,YouGov,B+,1500,a,1.1832316,1.1832316,,,20,31,31,17,24.714611,29.107493,29.155126,16.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/e89wuts0a9/econTabReport.pdf
